input_norm,output_norm
-0.9159745969711773,-0.910491659847732
-0.9149975574010747,-0.9116531586392849
-0.9140205178309722,-0.9118881295182717
-0.9130434782608696,-0.9120445549779006
-0.912066438690767,-0.911574240192524
-0.9110893991206643,-0.9108354630913506
-0.9101123595505618,-0.9106227138534965
-0.9091353199804593,-0.9106936873956495
-0.9081582804103566,-0.9112714892875501
-0.907181240840254,-0.9118492911794506
-0.9062042012701514,-0.9118249374962943
-0.9052271617000489,-0.9116916580246001
-0.9042501221299463,-0.9115060443020561
-0.9032730825598436,-0.9113204305795121
-0.9022960429897411,-0.9111348168569681
-0.9013190034196386,-0.9109372643457425
-0.9003419638495359,-0.9107164095673899
-0.8993649242794333,-0.9104955547890371
-0.8983878847093307,-0.9112131157599384
-0.8974108451392282,-0.9119299106025477
-0.8964338055691256,-0.9120767402383937
-0.8954567659990229,-0.9114868632012159
-0.8944797264289204,-0.9110219435764165
-0.8935026868588178,-0.9102433067927559
-0.8925256472887152,-0.9103902100690635
-0.8915486077186126,-0.9110898819650176
-0.89057156814851,-0.9112719895092636
-0.8895945285784075,-0.9115539953706076
-0.8886174890083048,-0.9123037264771126
-0.8876404494382022,-0.9121227655964638
-0.8866634098680997,-0.9119418047158151
-0.8856863702979971,-0.9117608438351664
-0.8847093307278945,-0.9114651452549822
-0.8837322911577918,-0.9110756858075666
-0.8827552515876893,-0.910686226360151
-0.8817782120175868,-0.9104877263303555
-0.8808011724474841,-0.9118093670259292
-0.8798241328773815,-0.9116088264212232
-0.878847093307279,-0.9107782420117393
-0.8778700537371764,-0.9104907265778052
-0.8768930141670738,-0.9108994815101421
-0.8759159745969711,-0.9116071617007049
-0.8749389350268686,-0.9119392161595317
-0.8739618954567661,-0.9110001815803791
-0.8729848558866634,-0.9099209516847208
-0.8720078163165608,-0.9108998522352283
-0.8710307767464582,-0.9116146808000738
-0.8700537371763557,-0.9112685789450934
-0.8690766976062531,-0.910922477090113
-0.8680996580361504,-0.9101708396694896
-0.8671226184660479,-0.9096407180170315
-0.8661455788959453,-0.9114646811298175
-0.8651685393258427,-0.9116271153265448
-0.8641914997557401,-0.9108978592900376
-0.8632144601856375,-0.9112699736807403
-0.862237420615535,-0.91077154271342
-0.8612603810454323,-0.9108561111623785
-0.8602833414753297,-0.9109021704539609
-0.8593063019052272,-0.9116577129061376
-0.8583292623351246,-0.9110497309228476
-0.857352222765022,-0.9111558743491808
-0.8563751831949193,-0.9111815203780853
-0.8553981436248168,-0.9102700551084705
-0.8544211040547143,-0.910528261229829
-0.8534440644846116,-0.910026103751312
-0.852467024914509,-0.9104527487825664
-0.8514899853444065,-0.9114735132679195
-0.8505129457743039,-0.9105430153488614
-0.8495359062042013,-0.9104679741609145
-0.8485588666340986,-0.910269798297356
-0.8475818270639961,-0.9099074511556997
-0.8466047874938936,-0.9097141272451363
-0.8456277479237909,-0.909674604797481
-0.8446507083536883,-0.9097505938587804
-0.8436736687835857,-0.9101655647091393
-0.8426966292134832,-0.9093930680183292
-0.8417195896433806,-0.9098350433418084
-0.8407425500732779,-0.9091967932353875
-0.8397655105031754,-0.9086358000031259
-0.8387884709330728,-0.908918817385748
-0.8378114313629702,-0.9094484981764175
-0.8368343917928676,-0.9094453407156556
-0.835857352222765,-0.908745093571742
-0.8348803126526625,-0.9083743360918578
-0.8339032730825598,-0.9079933521446955
-0.8329262335124572,-0.9077217183692055
-0.8319491939423547,-0.9078992831730276
-0.8309721543722521,-0.9083726405097816
-0.8299951148021495,-0.9080661495116881
-0.8290180752320468,-0.9077829767211891
-0.8280410356619443,-0.9076484822788945
-0.8270639960918418,-0.9075229829884638
-0.8260869565217391,-0.9071667499038432
-0.8251099169516365,-0.9061886583628849
-0.824132877381534,-0.9062256758281166
-0.8231558378114314,-0.9057862941682038
-0.8221787982413288,-0.9053014943873688
-0.8212017586712261,-0.90539049693095
-0.8202247191011236,-0.9055842349560725
-0.8192476795310211,-0.9050288697371521
-0.8182706399609184,-0.9041876133131073
-0.8172936003908158,-0.9044118052590966
-0.8163165608207132,-0.9038952924603005
-0.8153395212506107,-0.9033346631874439
